Shop ID,Order ID,Workflow ID,Order date,Order confirmed time,Dining mode,Payment Mode,Order channel,Order status,Customer Uber Membership Status,Sales (excl. tax),Tax on sales,Refunds (excl. tax),Tax on refunds,Price adjustments (excl. tax),Tax on price adjustments,Promotions on items (excl tax),Tax on promotion on items,Promotions on items (incl tax),Delivery charge (excl tax),Tax on delivery fee,Promotions on delivery charge (excl tax),Tax on promotions on delivery charge,Promotions on delivery charge (incl tax),Bag fee,Delivery fee (excl tax),Tax on delivery fee,Delivery fee (incl tax),Service fee,Tax on service fee,Service fee discount,Net service fee,Discount adjustments,Profit on delivery,Tax adjustment,Other payments description,Other payments (incl. tax),Total payout ,Payout date,Payout status,Invoice link U2R ,Invoice link C2R ,Invoice link R2E ,Retailer Loyalty ID,Payout reference ID
,#5E094,a4f54c93-5466-4f23-bcbd-99579b35e094,6/1/2024,0:08,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,1650,0,0,0,0,0,0,0,0,104,0,0,0,0,0,114.69,0,114.69,-495,0,10.69,-484.31,0,0,0,,0,1155,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#32AEC,0d040103-b6c9-47c7-8bdf-d8d0dc732aec,6/1/2024,0:42,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1590,0,0,0,0,0,0,0,0,94,0,0,0,0,0,207.82,0,207.82,-477,0,113.82,-363.18,0,0,0,,0,1113,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#E7D5D,0d6089cb-e71b-4888-a560-aebe558e7d5d,6/1/2024,0:40,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1450,0,0,0,0,0,0,0,0,164,0,0,0,0,0,165.63,0,165.63,-435,0,1.63,-433.37,0,0,0,,0,1015,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#BAA6A,3e1b0caa-1407-4362-8019-17d524ebaa6a,6/1/2024,1:53,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,2570,0,0,0,0,0,-520,0,-520,139,0,0,0,0,0,109.21,0,109.21,-615,0,0,-615,0,29.79,0,,0,1464.79,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#4813E,0ec8e633-a3ab-44bc-ba6b-3c2ea574813e,6/1/2024,2:10,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1350,0,0,0,0,0,0,0,0,159,0,0,0,0,0,153.18,0,153.18,-405,0,0,-405,0,5.82,0,,0,950.82,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#E666C,e319be49-2e02-479d-94ec-9612708e666c,6/1/2024,2:20,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,3020,0,0,0,0,0,-520,0,-520,199,0,0,0,0,0,333.72,0,333.72,-750,0,134.72,-615.28,0,0,0,,0,1750,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#8D60F,10ad1adf-2dce-41b5-8aa0-a892bbd8d60f,6/1/2024,2:11,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,1350,0,0,0,0,0,0,0,0,199,0,0,0,0,0,359.73,0,359.73,-405,0,160.73,-244.27,0,0,0,,0,945,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#58E05,15fb93f4-52f9-48ad-93bf-b89789c58e05,6/1/2024,2:40,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,2100,0,0,0,0,0,0,0,0,199,0,0,0,0,0,474.08,0,474.08,-630,0,275.08,-354.92,0,0,0,,0,1470,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#3D8C1,02105300-24d2-4125-9d0f-0e2b8e43d8c1,6/1/2024,2:44,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,3170,0,0,0,0,0,-520,0,-520,199,0,0,0,0,0,377.17,0,377.17,-795,0,178.17,-616.83,0,0,0,,0,1855,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#6CBE3,7e6787e3-0b25-4b90-81c1-8e8ca0a6cbe3,6/1/2024,2:53,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,2520,0,0,0,0,0,-520,0,-520,199,0,0,0,0,0,215.27,0,215.27,-600,0,16.27,-583.73,0,0,0,,0,1400,8/1/2024,Paid,,,,,01QGXUUH0TSC
,,,6/1/2024,,,,Unknown,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad spend,-1642.86,-1642.86,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#7E3B0,b2b7a1ec-0043-43ce-a87b-78b5efa7e3b0,6/1/2024,17:24,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1275,0,0,0,0,0,0,0,0,199,0,0,0,0,0,462.15,0,462.15,-382.5,0,263.15,-119.35,0,0,0,,0,892.5,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#6F90A,bc252285-50ea-47e3-b37a-a7e72ec6f90a,6/1/2024,19:32,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,1275,0,0,0,0,0,0,0,0,264,0,0,0,0,0,122.85,0,122.85,-382.5,0,0,-382.5,0,141.15,0,,0,1033.65,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#D944B,84a752ba-c10d-4c42-859f-1151c98d944b,6/1/2024,19:39,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Uber One member,2100,0,0,0,0,0,0,0,0,264,0,0,0,0,0,180.46,0,180.46,-630,0,0,-630,0,83.54,0,,0,1553.54,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#1D507,9142a56e-56cc-410f-a4c1-d3716dd1d507,6/1/2024,20:31,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,1100,0,0,0,0,0,0,0,0,214,0,0,0,0,0,134.1,0,134.1,-330,0,0,-330,0,79.9,0,,0,849.9,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#D39E7,8b27c244-5fba-42b9-a3ab-ffd022dd39e7,6/1/2024,20:57,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,1100,0,0,0,0,0,0,0,0,199,0,0,0,0,0,53.82,0,53.82,-330,0,0,-330,0,145.18,0,,0,915.18,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#13EC2,fdf94343-ef83-4890-b075-2b0ed9613ec2,6/1/2024,22:10,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1350,0,0,0,0,0,0,0,0,300,0,0,0,0,0,165.25,0,165.25,-405,0,0,-405,0,134.75,0,,0,1079.75,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#E80B7,a4b6a0ad-8770-4b9a-85da-2dea39ae80b7,6/1/2024,23:12,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,3320,0,0,0,0,0,-520,0,-520,144,0,0,0,0,0,139.15,0,139.15,-840,0,0,-840,0,4.85,0,,0,1964.85,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#7CCC8,979f5484-bf13-43cc-af0f-953c8b17ccc8,6/1/2024,22:54,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,2450,0,0,0,0,0,0,0,0,124,0,0,0,0,0,178.68,0,178.68,-735,0,54.68,-680.32,0,0,0,,0,1715,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#D2937,798cac65-34d6-40aa-8979-96cb0c0d2937,6/1/2024,23:59,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,1250,0,0,0,0,0,0,0,0,94,0,0,0,0,0,145.03,0,145.03,-375,0,51.03,-323.97,0,0,0,,0,875,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#4B87E,4ee00677-a1c2-42eb-b87c-12fe33d4b87e,7/1/2024,0:03,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,1350,0,0,0,0,0,0,0,0,199,0,0,0,0,0,424.63,0,424.63,-405,0,225.63,-179.37,0,0,0,,0,945,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#2FB33,31d9dfd6-e447-41ea-a30c-1d6b5a92fb33,7/1/2024,0:06,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1850,0,0,0,0,0,0,0,0,134,0,0,0,0,0,168.47,0,168.47,-555,0,34.47,-520.53,0,0,0,,0,1295,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#EC875,6f8e2267-b869-46db-98a1-3b6038cec875,7/1/2024,0:15,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1050,0,0,0,0,0,0,0,0,94,0,0,0,0,0,112.01,0,112.01,-315,0,18.01,-296.99,0,0,0,,0,735,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#38876,853c53ae-117b-4cd0-a7e1-9000c8c38876,7/1/2024,0:32,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1450,0,0,0,0,0,0,0,0,194,0,0,0,0,0,137.92,0,137.92,-435,0,0,-435,0,56.08,0,,0,1071.08,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#0A858,b9d14267-6769-4168-9a44-4321fc60a858,7/1/2024,0:36,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1500,0,0,0,0,0,0,0,0,169,0,0,0,0,0,269.92,0,269.92,-450,0,100.92,-349.08,0,0,0,,0,1050,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#810D8,3e5b1613-3d8a-42b1-9abd-e40417a810d8,7/1/2024,0:31,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,2700,0,0,0,0,0,0,0,0,184,0,0,0,0,0,245.49,0,245.49,-810,0,61.49,-748.51,0,0,0,,0,1890,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#B4F63,c1102e17-45ad-46d1-9594-722f9e6b4f63,7/1/2024,0:47,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,2400,0,0,0,0,0,0,0,0,89,0,0,0,0,0,108.02,0,108.02,-720,0,19.02,-700.98,0,0,0,,0,1680,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#6FEEB,ed86063b-0437-4318-ac43-38608c96feeb,7/1/2024,0:53,Delivery – partner using Uber app,Unknown,iOS,Unfulfilled,Uber One member,1350,0,0,0,0,0,0,0,0,305,0,0,0,0,0,129.94,0,129.94,-405,0,0,-405,0,175.06,0,,0,1120.06,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#171EC,a8f8bfe9-4e37-45fb-bd35-0fc30d2171ec,7/1/2024,0:54,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,2750,0,0,0,0,0,0,0,0,328,0,0,0,0,0,440.58,0,440.58,-825,0,112.58,-712.42,0,0,0,,0,1925,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#2DA20,71b2ef60-c022-4f06-b479-9e6d0172da20,7/1/2024,1:15,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,3850,0,0,0,0,0,0,0,0,328,0,0,0,0,0,576.95,0,576.95,-1155,0,248.95,-906.05,0,0,0,,0,2695,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#28EA7,f66379bd-caed-4a40-96b3-1ad5e0f28ea7,7/1/2024,1:14,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,3070,0,0,0,0,0,-520,0,-520,204,0,0,0,0,0,483.65,0,483.65,-765,0,279.65,-485.35,0,0,0,,0,1785,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#9473F,e295e1c4-242b-407a-ab1e-d9e09839473f,7/1/2024,1:26,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,1700,0,0,0,0,0,0,0,0,199,0,0,0,0,0,232.82,0,232.82,-510,0,33.82,-476.18,0,0,0,,0,1190,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#C6DA5,d83df8fd-6897-4f8b-8889-220ad99c6da5,7/1/2024,1:21,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1900,0,0,0,0,0,0,0,0,199,0,0,0,0,0,550.76,0,550.76,-570,0,351.76,-218.24,0,0,0,,0,1330,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#C2BEC,f30ef435-e7da-40a5-a57d-9fa6f9cc2bec,7/1/2024,2:45,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,2750,0,0,0,0,0,0,0,0,223,0,0,0,0,0,175.81,0,175.81,-825,0,0,-825,0,47.19,0,,0,1972.19,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#818E9,17cfe1a7-c838-47c0-80ed-45bb729818e9,7/1/2024,2:50,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,3420,0,0,0,0,0,-520,0,-520,144,0,0,0,0,0,241.21,0,241.21,-870,0,97.21,-772.79,0,0,0,,0,2030,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#78AA6,c0cee3d8-5223-4bf7-a714-9079e5878aa6,7/1/2024,2:50,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,1530,0,0,0,0,0,0,0,0,164,0,0,0,0,0,405.49,0,405.49,-459,0,241.49,-217.51,0,0,0,,0,1071,8/1/2024,Paid,,,,,01QGXUUH0TSC
,,,7/1/2024,,,,Unknown,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad spend,-2122.61,-2122.61,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#20F90,1ad8a43c-11ae-498f-bd91-2eb446320f90,7/1/2024,20:14,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,1950,0,0,0,0,0,0,0,0,300,0,0,0,0,0,192.08,0,192.08,-585,0,0,-585,0,107.92,0,,0,1472.92,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#C07AD,6400d180-e775-49ee-ab61-8d591f8c07ad,7/1/2024,20:20,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,4970,0,0,0,0,0,-520,0,-520,229,0,0,0,0,0,102.13,0,102.13,-1335,0,0,-1335,0,126.87,0,,0,3241.87,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#29BC3,9d549b5e-4adf-4d7c-a58c-6a20ce829bc3,7/1/2024,21:35,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,2925,0,0,0,0,0,0,0,0,259,0,0,0,0,0,98.55,0,98.55,-877.5,0,0,-877.5,0,160.45,0,,0,2207.95,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#3EFCD,7fb13e1d-39dd-4141-bbad-ed8933d3efcd,7/1/2024,22:56,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,980,0,0,0,0,0,0,0,0,114,0,0,0,0,0,189.55,0,189.55,-294,0,75.55,-218.45,0,0,0,,0,686,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#2B579,10614f7b-5091-4786-919c-bb558d62b579,7/1/2024,23:38,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,1250,0,0,0,0,0,0,0,0,144,0,0,0,0,0,134.08,0,134.08,-375,0,0,-375,0,9.92,0,,0,884.92,8/1/2024,Paid,,,,,01QGXUUH0TSC
,#0EB98,23dbffa5-bf36-495f-ae80-a06f8e60eb98,8/1/2024,0:38,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1650,0,0,0,0,0,0,0,0,243,0,0,0,0,0,106.86,0,106.86,-495,0,0,-495,0,136.14,0,,0,1291.14,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#A54BA,72b9dd9c-fced-4c8c-8bee-d55b95ea54ba,8/1/2024,0:30,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1550,0,0,0,0,0,0,0,0,184,0,0,0,0,0,234.12,0,234.12,-465,0,50.12,-414.88,0,0,0,,0,1085,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#A3699,272d76c5-9125-4b2e-8745-7ce9892a3699,8/1/2024,0:43,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,2350,0,0,0,0,0,0,0,0,295,0,0,0,0,0,189.55,0,189.55,-705,0,0,-705,0,105.45,0,,0,1750.45,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#D3B66,bc7f91d0-183a-4958-a9cd-f66a57dd3b66,8/1/2024,1:02,Delivery – partner using Uber app,Unknown,Uber Eats web,Unfulfilled,Data not available,3200,0,0,0,0,0,0,0,0,194,0,0,0,0,0,415.16,0,415.16,-960,0,221.16,-738.84,0,0,0,,0,2240,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#28835,52e9b5e0-c049-4448-89ca-0f5d9df28835,8/1/2024,2:40,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Uber One member,1275,0,0,0,0,0,0,0,0,179,0,0,0,0,0,252.7,0,252.7,-382.5,0,73.7,-308.8,0,0,0,,0,892.5,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#48B29,4b04e078-dc4e-42f5-ab29-ad5484248b29,8/1/2024,2:29,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,1350,0,0,0,0,0,0,0,0,300,0,0,0,0,0,404.28,0,404.28,-405,0,104.28,-300.72,0,0,0,,0,945,15/01/2024,Paid,,,,,DXWNC81HE4IT
,,,8/1/2024,,,,Unknown,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad spend,-3125.79,-3125.79,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#962BE,523a9fa8-e9d0-47f6-b694-aa05dc1962be,8/1/2024,18:18,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,3650,0,0,0,0,0,-520,0,-520,159,0,0,0,0,0,175.4,0,175.4,-939,0,16.4,-922.6,0,0,0,,0,2191,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#59AC6,f0558d38-05a9-4772-974a-34e5cbb59ac6,8/1/2024,18:44,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,2800,0,0,0,0,0,0,0,0,94,0,0,0,0,0,105.08,0,105.08,-840,0,11.08,-828.92,0,0,0,,0,1960,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#10DF7,ca4c3ebd-a4b4-4d0f-9307-c5d0e1010df7,8/1/2024,19:14,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,3520,0,0,0,0,0,-520,0,-520,204,0,0,0,0,0,223.84,0,223.84,-900,0,19.84,-880.16,0,0,0,,0,2100,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#B6E68,e5366881-4a7f-4c09-8310-b07722eb6e68,8/1/2024,19:31,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,1650,0,0,0,0,0,0,0,0,104,0,0,0,0,0,152.2,0,152.2,-495,0,48.2,-446.8,0,0,0,,0,1155,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#1F5A5,e2c56c8b-ff8f-4709-8a80-2584bbf1f5a5,8/1/2024,20:35,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1350,0,0,0,0,0,0,0,0,189,0,0,0,0,0,236.06,0,236.06,-405,0,47.06,-357.94,0,0,0,,0,945,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#F5AC3,2546c6a8-e6a5-44c3-b5b5-e3234c2f5ac3,8/1/2024,21:06,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,1650,0,0,0,0,0,0,0,0,94,0,0,0,0,0,136.63,0,136.63,-495,0,42.63,-452.37,0,0,0,,0,1155,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#DA39D,43cead4e-1116-47f2-b3ad-b537d19da39d,8/1/2024,21:37,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,2670,0,0,0,0,0,-520,0,-520,174,0,0,0,0,0,161.28,0,161.28,-645,0,0,-645,0,12.72,0,,0,1517.72,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#AFC77,9993a6fa-a3fe-4806-8cd3-183c13fafc77,8/1/2024,21:56,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1050,0,0,0,0,0,0,0,0,204,0,0,0,0,0,310.63,0,310.63,-315,0,106.63,-208.37,0,0,0,,0,735,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#51936,d80a21ff-c617-4a52-b365-ec1630d51936,8/1/2024,21:44,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1500,0,0,0,0,0,0,0,0,184,0,0,0,0,0,307.75,0,307.75,-450,0,123.75,-326.25,0,0,0,,0,1050,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#43932,b2c3d1b3-6532-451b-ac4c-db7194743932,8/1/2024,22:42,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,1275,0,0,0,0,0,0,0,0,199,0,0,0,0,0,270.38,0,270.38,-382.5,0,71.38,-311.12,0,0,0,,0,892.5,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#3A97C,8fdefa38-3cf6-49d7-b741-505d1223a97c,8/1/2024,23:08,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Uber One member,2400,0,0,0,0,0,0,0,0,298,0,0,0,0,0,285.98,0,285.98,-720,0,0,-720,0,12.02,0,,0,1692.02,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#96E24,8ce84d20-4685-4cc0-bc94-da837bc96e24,8/1/2024,23:15,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,1600,0,0,0,0,0,0,0,0,323,0,0,0,0,0,375.61,0,375.61,-480,0,52.61,-427.39,0,0,0,,0,1120,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#392DD,484ff115-91ee-4682-ae73-1d4e257392dd,8/1/2024,23:26,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,1350,0,0,0,0,0,0,0,0,199,0,0,0,0,0,332.38,0,332.38,-405,0,0,-405,0,198.99,0,,0,1143.99,15/01/2024,Paid,,,,,DXWNC81HE4IT
,,,9/1/2024,,,,Unknown,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad spend,-1314.77,-1314.77,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#8B570,d0d92ee5-9c31-4bf8-ab81-a46b8fa8b570,9/1/2024,19:51,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1100,0,0,0,0,0,0,0,0,174,0,0,0,0,0,191.73,0,191.73,-330,0,17.73,-312.27,0,0,0,,0,770,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#D8709,3c40ad99-3e50-41dc-94b0-85380fbd8709,9/1/2024,23:10,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1275,0,0,0,0,0,0,0,0,199,0,0,0,0,0,293.95,0,293.95,-382.5,0,94.95,-287.55,0,0,0,,0,892.5,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#AB519,6ce979c2-37c3-46ee-bc97-7c8cc7fab519,9/1/2024,23:53,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1450,0,0,0,0,0,0,0,0,308,0,0,0,0,0,229.43,0,229.43,-435,0,0,-435,0,78.57,0,,0,1093.57,15/01/2024,Paid,,,,,DXWNC81HE4IT
,,,10/1/2024,,,,Unknown,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad spend,-3496.31,-3496.31,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#5B9A8,7d27dcab-53f4-4aa7-aa94-7f76a8f5b9a8,10/1/2024,18:34,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,2620,0,0,0,0,0,-520,0,-520,199,0,0,0,0,0,203.33,0,203.33,-630,0,4.33,-625.67,0,0,0,,0,1470,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#6F784,9a3aeb53-04c8-4dde-b9d8-e58d4446f784,10/1/2024,20:41,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,950,0,0,0,0,0,0,0,0,199,0,0,0,0,0,167.43,0,167.43,-285,0,0,-285,0,31.57,0,,0,696.57,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#C432F,5223cfc5-c3b7-47ae-b581-773d808c432f,10/1/2024,21:04,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1275,0,0,0,0,0,0,0,0,199,0,0,0,0,0,409.23,0,409.23,-382.5,0,210.23,-172.27,0,0,0,,0,892.5,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#7BD35,1e10063b-ca59-4a04-b347-4064e927bd35,10/1/2024,21:54,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1950,0,0,0,0,0,0,0,0,114,0,0,0,0,0,170.89,0,170.89,-585,0,56.89,-528.11,0,0,0,,0,1365,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#27743,975550bf-46e6-40cf-ae55-76f712927743,10/1/2024,22:45,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,4025,0,0,0,0,0,0,0,0,194,0,0,0,0,0,297.93,0,297.93,-1207.5,0,103.93,-1103.57,0,0,0,,0,2817.5,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#859FF,db31c6bf-b0e5-4ac7-b1f8-2f7284b859ff,10/1/2024,23:24,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Uber One member,1400,0,0,0,0,0,0,0,0,204,0,0,0,0,0,219.28,0,219.28,-420,0,15.28,-404.72,0,0,0,,0,980,15/01/2024,Paid,,,,,DXWNC81HE4IT
,,,11/1/2024,,,,Unknown,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad spend,-1192.41,-1192.41,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#AF7C4,9d4a07a3-80f9-4372-bd96-e49ba57af7c4,11/1/2024,19:11,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1450,0,0,0,0,0,0,0,0,199,0,0,0,0,0,233.78,0,233.78,-435,0,34.78,-400.22,0,0,0,,0,1015,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#02F6B,085be26b-d34c-484d-9a9b-38675d102f6b,11/1/2024,21:16,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1275,0,0,0,0,0,0,0,0,109,0,0,0,0,0,196.8,0,196.8,-382.5,0,87.8,-294.7,0,0,0,,0,892.5,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#703C4,79a93699-52d4-4abf-b85a-792eb7c703c4,11/1/2024,20:48,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,2520,0,0,0,0,0,-520,0,-520,204,0,0,0,0,0,234.5,0,234.5,-600,0,30.5,-569.5,0,0,0,,0,1400,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#6BB3D,7e876c5a-bb68-4920-8bd2-862d55b6bb3d,11/1/2024,21:40,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,3700,0,0,0,0,0,0,0,0,199,0,0,0,0,0,259.15,0,259.15,-1110,0,60.15,-1049.85,0,0,0,,0,2590,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#AC092,64d03552-1af3-4664-a68c-a1d33d0ac092,11/1/2024,23:47,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,2775,0,0,0,0,0,-520,0,-520,149,0,0,0,0,0,210.58,0,210.58,-676.5,0,61.58,-614.92,0,0,0,,0,1578.5,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#0C7C3,56a5e6c1-88c2-480f-8d1e-d5971af0c7c3,11/1/2024,23:23,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,3445,0,0,0,0,0,-520,0,-520,199,0,0,0,0,0,169.85,0,169.85,-877.5,0,0,-877.5,0,29.15,0,,0,2076.65,15/01/2024,Paid,,,,,DXWNC81HE4IT
,#06A4E,93a634c3-cab2-446d-b642-d0c9a5806a4e,11/1/2024,23:30,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,2645,0,0,0,0,0,-520,0,-520,199,0,0,0,0,0,189.43,0,189.43,-637.5,0,0,-637.5,0,9.57,0,,0,1497.07,15/01/2024,Paid,,,,,DXWNC81HE4IT
